INST_TEMP_ID,temp_id,WESTERN_NAME,CHINESE_NAME_HANZI,Shortened Chinese Name,Chinese_name_rom,Parent Org ID,Parent Org Name,CHINESE_ALT_NAME_HANZI,CATEGORY,SUBCATEGORY,GENDER_SERVED,AFFILIATION,CHRISTIAN TRADITION,Religious Family,RECORDED PLACE,GEOCODE,NOTES,SOURCE
南京金陵女大學,TN_0465,Jinling College,南京金陵女大學,,nánjīng jīnlíng nǚdàxué,N_01434,,Ginling College,Education,Higher Education,,,Protestant,,,Y_747,,
上海聖約翰大學,TN_0466,Shen Yuehan University (Shanghai),上海聖約翰大學,,shànghǎi shèngyuē hàndàxué,N_04538,,St. John's University,Education,Higher Education,,,Protestant,,,Y_1499,,
武昌華中大學,TN_0467,Huazhong University (Wuchang) ,武昌華中大學,,wǔchāng huázhōngdàxué,N_01964,,Wuchang Hwachung University,Education,Higher Education,,,Protestant,,,Y_134,,
蘇州私立東吳大學,TN_0468,Suzhou University ,蘇州私立東吳大學,,sūzhōu sīlì dōng wúdàxué,N_04503,,Soochow University,Education,Higher Education,,,Protestant,,,Y_771,,
南京金陵大學,TN_0469,Nanjing University ,南京金陵大學,,nánjīng jīnlíng dàxué,N_05392,,University of Nanking,Education,Higher Education,,,Protestant,,,Y_747,,
濟南齊魯大學,TN_0470,Qilu University (Jinan),濟南齊魯大學,,jǐnán qílǔdàxué,N_00494,,"Cheeloo University, Tsinan ",Education,Higher Education,,,Protestant,,,Y_1397,,
成都華西大學,TN_0471,Huaxi University (Chengdu),成都華西大學,,chéngdū huáxīdàxué,N_05471,,"West China University, Chengdu; West China Union University",Education,Higher Education,,,Protestant,,,Y_1212,,
福州私立華南女子文理學院,TN_0472,Private Huanan Women's College (Fuzhou),福州私立華南女子文理學院,,fúzhōu sīlì huánán nǚzǐ wénlǐ xuéyuàn,N_02054,,Hwannan College,Education,Higher Education,,,Protestant,,,Y_1955,,
福州協和大學文學院,TN_0473,Xiehe University- College of Arts (Fuzhou),福州協和大學文學院,,fúzhōu xiéhédàxué wénxuéyuàn,N_01151,,Fukien Christian University- College of Arts ,Education,Higher Education,,,Protestant,,,Y_1962,,
蘇州私立東吳大學文學院,TN_0474,Suzhou University-College of Arts ,蘇州私立東吳大學文學院,,sūzhōu sīlì dōng wúdàxué wénxuéyuàn,N_04503,,Soochow University- College of Arts,Education,Higher Education,,,Protestant,,,Y_771,,
廣州嶺南大學醫學院,TN_0475,Medical School of Guangzhou Lingnan University ,廣州嶺南大學醫學院,,guǎngzhōulǐng nándàxué yīxuéyuàn,N_06081,,Lingnan University,Education,Higher Education,,,Protestant,,,Y_2041,,
上海國立交通大學,TN_0476,National Jiaotong University ,上海國立交通大學,,shànghǎi guólì jiāotōng dàxué,,,National Chiao Tung University,Education,Higher Education,,,Protestant,,,Y_1507,,
麥倫中學,TN_0477,Mailun College,麥倫中學,,màilún zhōngxué,,,Medhurst College,Education,School,,,Protestant,,,Y_1502,,
廣州基督教青年職業學校,TN_0478,Christian Young Man's School of Professional Studies (Guangzhou) ,廣州基督教青年職業學校,,guǎngzhōu jīdūjiào qīngnián zhíyè xuéxiào,,,,Education,School,,,Protestant,,,Y_2044,,
上海中華基督教女青年會總部,TN_0479,Headquarter of Shanghai Young Women’s Christian Association,上海中華基督教女青年會總部,,shànghǎi zhōnghuá jīdūjiào nǚ qīngnián huì zǒngbù,C_000290,YWCA,,Ecclesial,,,中華基督教女青年會 - YWCA - Young Women’s Christian Association of China,Protestant,,,Y_1503,,
成都中華基督教女青年會托兒所,TN_0480,Nursery of Chinese Young Women's Christian Association (Chengdu),成都中華基督教女青年會托兒所,,chéngdū zhōnghuá jīdūjiào nǚ qīngnián huìtuōr suǒ,C_000290,YWCA,,Education,Day Care,,中華基督教女青年會 - YWCA - Young Women’s Christian Association of China,Protestant,,,Y_1195,,
博濟醫院,TN_0481,Boji Hospital ,博濟醫院,,bójì yīyuàn,N_06261,,Canton Hospital Union; Canton Ophthalmic Hospital,Medical,Hospital,,,Protestant,,,Y_2048,,
上海滬江大學,TN_0483,Shanghai Hujiang University,上海滬江大學,,shànghǎi hùjiāngdàxué,N_01986,,University of Shanghai,Education,Higher Education,,,Protestant,,,Y_1513,,
上海滬江大學中文系,TN_0484,Shanghi Hujiang University-Department of Chinese ,上海滬江大學中文系,,shànghǎi hùjiāngdàxué zhōngwénxì,N_01986,,University of Shanghai-Department of Chinese ,Education,Higher Education,,,Protestant,,,Y_1513,,
滬江大學社會學系,TN_0486,Hujiang University -Department of Sociology ,滬江大學社會學系,,hùjiāngdàxué shèhuì xuéxì,N_01986,,University of Shanghai,Education,Higher Education,,,Protestant,,,Y_1513,,
上海滬江大學商學院,TN_0487,Shanghai Hujiang University- School of Business,上海滬江大學商學院,,shànghǎi hùjiāngdàxué shāngxuéyuàn,N_01986,,University of Shanghai- School of Business,Education,Higher Education,,,Protestant,,,Y_1513,,
上海滬江大學鄰區服務社,TN_0488,Shanghai Hujiang University-Community Service Center,上海滬江大學鄰區服務社,,shànghǎi hùjiāngdàxué línqū fúwùshè,N_01986,,University of Shanghai- Community Service Center,Education,Higher Education,,,Protestant,,,Y_1513,,
國立上海醫學院,TN_0489,National Shanghai Medical School ,國立上海醫學院,,guólì shànghǎi yīxuéyuàn,,,,Education,Higher Education,,,Protestant,,,Y_1512,,
南京金陵大學理學院,TN_0495,Nanjing University - School of Science,南京金陵大學理學院,,nánjīng jīnlíng dàxuélǐ xuéyuàn,N_05392,,University of Nanking- School of Science,Education,Higher Education,,,Protestant,,,F_139,,
南京金陵大學農學院,TN_0496,Nanjing University - School of Agriculture,南京金陵大學農學院,,nánjīng jīnlíng dàxué nóngxuéyuàn,N_05392,,University of Nanking- School of Agriculture,Education,Higher Education,,,Protestant,,,F_139,,
南京金陵大學文學院,TN_0497,Nanjing University- School of Liberal Arts,南京金陵大學文學院,,nánjīng jīnlíng dàxué wénxuéyuàn,N_05392,,University of Nanking- School of Liberal Arts,Education,Higher Education,,,Protestant,,,F_139,,
南京金陵大學外文系,TN_0498,Nanjing University -Department of Foreign Language ,南京金陵大學外文系,,nánjīng jīnlíng dàxué wàiwénxì,N_05392,,University of Nanking-Department of Foreign Language ,Education,Higher Education,,,Protestant,,,F_139,,
東吳大學法學院,TN_0500,Suzhou University-School of Law,東吳大學法學院,,dōng wúdàxué fǎxuéyuàn,N_04503,,Soochow University-School of Law,Education,Higher Education,,,Protestant,,,F_187,,
北京燕京大學青年崇拜團,TN_0502,Beijing Yanjing University Youth Worship Group,北京燕京大學青年崇拜團,,běijīng yānjīng dàxué qīngnián chóngbài tuán,N_05731,,Beijing Yenching University Youth Worship Group,Education,Higher Education,,,Protestant,,,O_2,,
成都華西大學醫學院,TN_0505,Chengdu Huaxi University-College of Medicine,成都華西大學醫學院,,chéngdū huáxīdàxué yīxuéyuàn,N_06568,,West China Union University's College of Medicine,Education,Higher Education,,,Protestant,,,Y_1212,,
南京金陵神學院,TN_0507,Nanking Theological Seminary ,南京金陵神學院,,nánjīng jīnlíng shénxuéyuàn,N_03347,,Nanking Theological Seminary,Education,Higher Education,,,Protestant,,,Y_748,,
杭州聖經學院,TN_0511,Hangzhou Bible Institute ,杭州聖經學院,,hángzhōu shèngjīng xuéyuàn,,,,Education,Bible School,,,Protestant,,,F_73,,
中華三育神學院,,San Yu Research Society,中華三育神學院,,,C_000234,,滬寧線橋頭鎮中華三育神學院,Education,Seminary,,,Protestant,Adventist,滬寧線橋頭鎮,O_26 (1912 - 1937); (1941),,
安徽滁縣基督會聖經學校,TN_0514,Chu County Disciples of Christ Bible University (Anhui),安徽滁縣基督會聖經學校,,ānhuī chúxiàn jīdū huìshèng jīngxuéxiào,,,,Education,Bible School,,,Protestant,,,O_1,,
福建協和神學院,TN_0515,Fujian Union Theological Seminary ,福建協和神學院,,fújiàn xiéhéshén xuéyuàn,,,,Education,Bible School,,,Protestant,,,Y_1955,,
廣州嶺南大學協和神學院,TN_0516,Canton Union Theological College of Lingnan University (Guangzhou),廣州嶺南大學協和神學院,,guǎngzhōulǐng nándàxuéxié hé shénxuéyuàn,,,,Education,Bible School,,,Protestant,,,Y_2039,,
四川基督教協進會總部,TN_0517,Headquarter of Sichuan Christian Council ,四川基督教協進會總部,,sìchuān jīdūjiào xiéjìnhuì zǒngbù,,,,Ecclesial,,,,Protestant,,,O_24,,
濟南齊魯神學院,TN_0518,Jinan Cheeloo Theological Seminary ,濟南齊魯神學院,,jǐnán qílǔshén xuéyuàn,,,,Education,Bible School,,,Protestant,,,F_102,,
武昌華中協和神學院,TN_0519,Huazhong Union Theological Seminary (Wuchang) ,武昌華中協和神學院,,wǔchāng huázhōngxié hé shénxuéyuàn,,,,Education,Bible School,,,Protestant,,,Y_141,,
武昌神學院,TN_0520,Wuchang Theological Seminary ,武昌神學院,,wǔchāng shénxuéyuàn,,,,Education,Bible School,,,Protestant,,,Y_141,,
重慶神學院,TN_0521,Chongqing Theological Seminary ,重慶神學院,,chóngqìng shénxuéyuàn,,,,Education,Bible School,,,Protestant,,,O_3,,
成都華西協合神學院,TN_0523,Chengdu Huaxi Union Theological Seminary,成都華西協合神學院,,chéngdū huáxī xiéhé shénxuéyuàn,,,成都華西神學院,Education,Bible School,,,Protestant,,,F_30,,
成都恩益堂,TN_0527,Chengdu Enyi Church ,成都恩益堂,,chéngdū ēnyìtáng,,,,Ecclesial,Church,,,Protestant,Methodist,,F_30,,
成都衛理公會兒童部,TN_0528,Department of Childcare of Chengdu Methodist Church ,成都衛理公會兒童部,,chéngdū wèilǐ gōnghuìr tóngbù,C_30003,The Methodist Church ,,Ecclesial,Day Care,,,Protestant,,,F_30,,
山西汾陽崇道神學院,TN_0529,Fenyang Chongdao Theological Seminary (Shanxi),山西汾陽崇道神學院,,shānxī fényángchóngdào shénxuéyuàn,,,,Education,Bible School,,,Protestant,,,Y_1679,,
廣東浸信會總部,TN_0530,Headquarter of Guangdong Southern Baptist Convention,廣東浸信會總部,,guǎngdōng jìnxìnhuì zǒngbù,,,,Ecclesial,,,,Protestant,,,O_5,,
沈陽中華基督教東北大會東北神學院,TN_0531,Church of Christ in China North East Theological Seminary (Shenyang),沈陽中華基督教東北大會東北神學院,,shěnyáng zhōnghuá jīdūjiào dōng běidà huìdōngběi shénxuéyuàn,,,,Ecclesial,,,,Protestant,,,F_175,,
上海市私立裨文女子中學校,TN_0532,Bridgman Girls' Middle School,上海市私立裨文女子中學校,,shànghǎishì sīlì bìwén nǚzǐ zhōngxuéxiào,,,,Education,School,,,Protestant,,,Y_1503,,
上海崇德女子中學,TN_0533,Shanghai Shung Tak Secondary School ,上海崇德女子中學,,shànghǎi chóngdé nǚzǐ zhōngxué,,,,Education,School,,,Protestant,,,Y_1505,,
上海市立市西中學,TN_0534,Shanghai Lishixi Secondary School ,上海市立市西中學,,shànghǎishì lìshì xīzhōngxué,,,,Education,School,,,Protestant,,,Y_1505,,
上海中西女中,TN_0535,Shanghai McTyeire School,上海中西女中,,shànghǎi zhōngxī nǚzhōng,,,,Education,School,,,Protestant,,,Y_1499,,
常州愷樂堂,TN_0536,Changzhou Kaile Church ,常州愷樂堂,,chángzhōu kǎi lètáng,,,,Ecclesial,Church,,,Protestant,,,F_28,,
上海市私立清心中學,TN_0537,Shanghai Private Qingxin Secondary School ,上海市私立清心中學,,shànghǎishì sīlì qīng xīnzhōng xué,,,,Education,School,,,Protestant,,,Y_1503,,
上海懷恩中學,TN_0538,Shanghai Grace Secondary School ,上海懷恩中學,,shànghǎi huáiēnzhōngxué,,,,Education,School,,,Protestant,,,O_26,,
上海基督教青年會中學,TN_0539,Shanghai Young Men's Christian Association Secondary School ,上海基督教青年會中學,,shànghǎi jīdūjiào qīngnián huì zhōngxué,,,,Education,School,,中華基督教男青年會 - YMCA - Young Men’s Christian Association of China,Protestant,,,Y_1503,,
嘉興秀州中學,TN_0540,Jiaxing Xiuzhou Secondary School ,嘉興秀州中學,,jiāxīngxiùzhōu zhōngxué,,,,Education,School,,,Protestant,,,F_95,,
蘇州私立慧靈女中,TN_0541,Suzhou Private Huiling Girls' Secondary School ,蘇州私立慧靈女中,,sūzhōu sīlì huìlíngnǚ zhōng,,,,Education,School,,,Protestant,,,F_187,,
吳興湘群女中,TN_0542,Wuxing Xiangqun Girls' Secondary School,吳興湘群女中,,wúxīng xiāng qúnnǚ zhōng,,,,Education,School,,,Protestant,,,Y_2809,,
南京市私立明德女子中學,TN_0543,Nanjing Private Mingde Girls' Secondary School ,南京市私立明德女子中學,,nánjīngshì sīlì míngdé nǚzǐ zhōngxué,,,,Education,School,,,Protestant,,,F_139,,
南京基督教青年會中學,TN_0544,Nanjing Young Men's Christian Association Secondary School,南京基督教青年會中學,,nánjīng jīdūjiào qīngnián huì zhōngxué,,,,Education,School,,,Protestant,,,F_139,,
南京育群中學,TN_0545,Nanjing Yuqun Secondary School,南京育群中學,,nánjīng yùqún zhōngxué,,,,Education,School,,,Protestant,,,F_139,,
常州愷樂中學,TN_0546,Changzhou Kaile Secondary School,常州愷樂中學,,chángzhōu kǎilè zhōngxué,,,,Education,School,,,Protestant,,,F_28,,
南通崇英中小學,TN_0547,Nantong Chongying Secondary and Primary School ,南通崇英中小學,,nántōng chóngyīng zhōngxiǎo xué,,,,Education,School,,,Protestant,,,F_142,,
蕪湖培德女子中學,TN_0548,Wuhu Peide Girls' Secondary School,蕪湖培德女子中學,,wúhú péidé nǚzǐ zhōngxué,,,,Education,School,,,Protestant,,,F_208,,
蕪湖萃文中學,TN_0549,Wuhu Cuiwen Secondary School ,蕪湖萃文中學,,wú húcuì wénzhōng xué,,,,Education,School,,,Protestant,,,F_208,,
北京私立匯文中學,TN_0550,Beijing Private Huiwen Secondary School ,北京私立匯文中學,,běijīng sīlì huì wénzhōng xué,,,北京匯文中學,Education,School,,,Protestant,,,Y_2502,,
北京崇實中學,TN_0552,Beijing Chongshi Secondary School ,北京崇實中學,,běijīng chóngshí zhōngxué,,,,Education,School,,,Protestant,,,Y_2502,,
北京崇慈女中,TN_0553,Beijing Chongci Girls' Secondary School,北京崇慈女中,,běijīng chóngcínǚ zhōng,,,,Education,School,,,Protestant,,,Y_2502,,
北京慕貞女中,TN_0554,Beijing Muzhen Girls' Secondary School ,北京慕貞女中,,běijīng mùzhēnnǚ zhōng,,,,Education,School,,,Protestant,,,Y_2502,,
天津中西女中,TN_0555,Tianjin Zhongxi Girls' Secondary School ,天津中西女中,,tiānjīn zhōngxī nǚzhōng,,,,Education,School,,,Protestant,,,O_30,,
河北通縣私立潞河中學,TN_0556,Tongxian Private Luhe Secondary School (Hebei),河北通縣私立潞河中學,,héběi tōngxiàn sīlì lùhé zhōngxué,,,,Education,School,,,Protestant,,,Y_2512,,
青島崇德中學,TN_0557,Qingdao Chongde Secondary School ,青島崇德中學,,qīngdǎo chóngdé zhōngxué,,,,Education,School,,,Protestant,,,Y_1435,,
福建莆田私立鹹益女子中學,TN_0558,Putian Private Xianyi Girls' Secondary School (Fujian),福建莆田私立鹹益女子中學,,fújiàn pútián sīlì xián yì nǚzǐ zhōngxué,,,,Education,School,,,Protestant,,,Y_1996,,
廣東佛山華英中學,TN_0559,Guangzhou Foshan Huaying Secondary School ,廣東佛山華英中學,,guǎngdōng fóshān huáyīng zhōngxué,,,,Education,School,,,Protestant,,,F_287,,
廣州私立培英中學,TN_0560,Guangzhou Private Pui Ying Secondary School ,廣州私立培英中學,,guǎngzhōu sīlì péiyīng zhōngxué,,,,Education,School,,,Protestant,,,Y_2044,,
廣州執信女中,TN_0561,Guangzhou Zhixin Girls' Secondary School ,廣州執信女中,,guǎngzhōu zhíxìn nǚ zhōng,,,,Education,School,,,Protestant,,,Y_2048,,
南昌葆靈女中,TN_0562,Nanchang Baoling Girls' Secondary School ,南昌葆靈女中,,nánchāng bǎo língnǚ zhōng,,,,Education,School,,,Protestant,,,F_137,,
南昌豫章中學,TN_0564,Nanchang Yuzhang Secondary School,南昌豫章中學,,nánchāng yùzhāng zhōngxué,,,,Education,School,,,Protestant,,,F_137,,
九江私立同文中學,TN_0565,Jiujiang Private Wentong Secondary School ,九江私立同文中學,,jiǔjiāng sīlì tóng wénzhōng xué,,,,Education,School,,,Protestant,,,Y_909,,
武昌私立文華中學,TN_0566,Wuchang Private Wenhua Secondary School ,武昌私立文華中學,,wǔchāng sīlì wénhuá zhōngxué,,,,Education,School,,,Protestant,,,Y_141,,
漢口聖羅以中學,TN_0568,Hankou Shen Luoyi Secondary School ,漢口聖羅以中學,,hànkǒu shèngluóyǐ zhōngxué,,,Hankou St. Lois Secondary School ,Education,School,,,Protestant,,,Y_136,,
長沙雅禮中學,TN_0569,Changsha Yali Middle School ,長沙雅禮中學,,cháng shāyǎ lǐzhōngxué,,,,Education,School,,,Protestant,,,Y_636,,
長沙貞信女中,TN_0573,Changsha Zhenxin Girls' Middle School ,長沙貞信女中,,cháng shāzhēnxìn nǚ zhōng,,,,Education,School,,,Protestant,,,F_259,,
長沙福湘女子中學,TN_0574,Changsha Fu Siang Girls' Middle School ,長沙福湘女子中學,,cháng shāfúxiāng nǚzǐ zhōngxué,,,,Education,School,,,Protestant,,,F_259,,
岳陽私立湖濱中學,TN_0578,Yueyang Private Hubin Middle School,岳陽私立湖濱中學,,yuèyáng sīlì húbīn zhōngxué,,,,Education,School,,,Protestant,,,F_307,,
湖南沅陵朝陽中學,TN_0581,Hunan Yuanling Chaoyang Middle School,湖南沅陵朝陽中學,,húnán yuánlíng zhāoyáng zhōngxué,,,,Education,School,,,Protestant,,,Y_655,,
湖南湘潭聖公會文華中學,TN_0582,Xiangtan Anglican Wenhua Middle School (Hunan) ,湖南湘潭聖公會文華中學,,húnán xiāngtán shènggōnghuì wénhuá zhōngxué,,,,Education,School,,,Protestant,Anglican,,F_216,,
重慶市私立求精中學,TN_0584,Chongqing Private Qiujing Secondary School,重慶市私立求精中學,,chóngqìngshì sīlì qiú jīngzhōngxué,,,,Education,School,,,Protestant,,,Y_2551,,
重慶啟明學校,TN_0585,Chongqing Qiming School ,重慶啟明學校,,zhòngqìngqǐ míngxuéxiào,,,,Education,School,,,Protestant,,,O_3,,
西安市私立尊德中學,TN_0586,Xi'an Private Zunde Middle School,西安市私立尊德中學,,xīānshì sīlì zūndé zhōngxué,,,,Education,School,,,Protestant,,,Y_1552,,
成都華西協合高級中學,TN_0587,Chengdu West China Xiehe Senior High School,成都華西協合高級中學,,chéngdū huáxī xiéhé gāojí zhōngxué,,,Chengdu West China Union Senior High School,Education,School,,,Protestant,,,Y_1195,,
屯溪育嬰院,TN_0588,Tunxi Nursery ,屯溪育嬰院,,túnxī yùyīngyuàn,,,,Education,Day Care,,,Protestant,,,Y_49,,
上海主恩小學校,TN_0589,Shanghai Zhuen Elementary School,上海主恩小學校,,shànghǎi zhǔēnxiǎoxuéxiào,,,,Education,School,,,Protestant,,,O_26,,
上海中國自立會第四祈禱會,TN_0590,Chinese Independent Church Fourth Prayer Meeting (Shanghai),上海中國自立會第四祈禱會,,shànghǎi zhōngguó zìlì huì dìsì qídǎo huì,,,,Ecclesial,,,,Protestant,,,O_26,,
浙江新市白彪分堂主日學,TN_0591,Xinshi Baibiao Branch Church Sunday School (Zhejiang),浙江新市白彪分堂主日學,,zhèjiāng xīnshì báibiāo fēn tángzhǔ rìxué,,,,Education,Bible School,,,Protestant,,,O_33,,
浙江新市韶村堂主日學,TN_0592,Xinshi Shao Village Church Sunday School (Zhejiang),浙江新市韶村堂主日學,,zhèjiāng xīnshì sháocūn tángzhǔ rìxué,,,,Education,Bible School,,,Protestant,,,O_33,,
廣州思源小學,TN_0593,Guangzhou Siyuan Elementary School ,廣州思源小學,,guǎngzhōu sīyuán xiǎoxué,,,,Education,School,,,Protestant,,,Y_2047,,
蕪湖育英小學,TN_0594,Wuhu Yuying Elementary School,蕪湖育英小學,,wúhú yùyīng xiǎoxué,,,,Education,School,,,Protestant,,,F_208,,
屯溪中華聖公會教堂,TN_0595,Chung Hua Sheng Kung Hui Church (Tunxi),屯溪中華聖公會教堂,,túnxī zhōnghuáshèng gōnghuì jiàotáng,C_000880,Anglican Communion in China; CHUNG HUA SHENG KUNG HUI,Tunxi Chinese Branch of Anglican Communion Church,Ecclesial,Church,,,Protestant,Anglican,,Y_49,,
安徽當塗丹陽鎮主日學,TN_0596,Danyang Town Sunday School (Anhui),安徽當塗丹陽鎮主日學,,ānhuī dāngtú dānyángzhèn zhǔrìxué,,,,Education,Bible School,,,Protestant,,,Y_102,,
安徽當塗丹陽鎮匯文小學,TN_0597,Danyang Town Huiwen Elementary School (Anhui),安徽當塗丹陽鎮匯文小學,,ānhuī dāngtú dānyángzhèn huìwénxiǎoxué,,,,Education,School,,,Protestant,,,Y_102,,
徐州私立正心小學,TN_0598,Xuzhou Private Zhengxin Elementary School,徐州私立正心小學,,xúzhōu sīlì zhèngxīn xiǎoxué,,,,Education,School,,,Protestant,,,F_230,,
山東益都基督教孩童主日學,TN_0599,Shandong Yidu Christian Children's Sunday School,山東益都基督教孩童主日學,,shāndōng yìdū jīdūjiào háitóng zhǔrìxué,,,,Education,Bible School,,,Protestant,,,O_25,,
重慶廣益小學,TN_0600,Chongqing Guangyi Elementary School,重慶廣益小學,,zhòngqìngguǎngyì xiǎoxué,,,,Education,School,,,Protestant,,,Y_2532,,
成都明德幼稚園,TN_0601,Chengdu Mingde Kindergarden ,成都明德幼稚園,,chéngdū míngdé yòuzhì yuán,,,,Education,Day Care,,,Protestant,,,Y_1211,,
沈陽基督教女青年會南寧幼稚園,TN_0602,Young Women's Christian Association Nanning Kindergarten (Shenyang),沈陽基督教女青年會南寧幼稚園,,shěnyáng jīdūjiào nǚ qīngnián huìnánníng yòuzhì yuán,C_000290,Young Women’s Christian Association of China,,Education,Day Care,,中華基督教女青年會 - YWCA - Young Women’s Christian Association of China,Protestant,,,F_175,,
沈陽中華基督教會西關教會幼稚園,TN_0604,Church of Christ in China Xiguan Church affiliated Kindergarten (Shenyang),沈陽中華基督教會西關教會幼稚園,,shěnyáng zhōnghuá jīdūjiào huìxīguān jiàohuì yòuzhì yuán,C_000934,Church of Christ in China.,,Education,Day Care,,,Protestant,,,F_175,,
太原宗德女學,TN_0605,Taiyuan Zongde Girls' School ,太原宗德女學,,tàiyuán zōngdé nǚxué,,,,Education,School,,,Protestant,,,F_189,,
伯大尼孤兒樂園,TN_0606,Bodani Orphanage ,伯大尼孤兒樂園,,bódàní gūér lèyuán,,,Bethany Orphanage ,Education,Orphanage,,,Protestant,,,A_2,,
上海中山醫院,TN_0607,Shanghai Zhongshan Hospital ,上海中山醫院,,shànghǎi zhōngshān yīyuàn,,,,Medical,Hospital,,,Protestant,,,Y_1512,,
上海宏仁醫院,TN_0608,Shanghai Hongren Hospital ,上海宏仁醫院,,shànghǎi hóngrén yīyuàn,,,,Medical,Hospital,,,Protestant,,,Y_2043,,
上海伯大尼肺病修養團,TN_0609,Bodani Tuberculosis Rehabilitation Center (Shanghai),上海伯大尼肺病修養團,,shànghǎi bódàní fèibìng xiūyǎngtuán,,,Bethany Tuberculosis Rehabilitation Center (Shanghai),Medical,Hospital,,,Protestant,,,O_26,,
南京鼓樓醫院,TN_0610,Nanjing Drum Tower Hospital,南京鼓樓醫院,,nánjīng gǔlóu yīyuàn,,,,Medical,Hospital,,,Protestant,,,Y_747,,
鎮江仁慈醫院,TN_0611,Zhenjiang Renci Hospital,鎮江仁慈醫院,,zhènjiāng réncí yīyuàn,,,,Medical,Hospital,,,Protestant,,,F_267,,
揚州浸會醫院,TN_0612,Yangzhou Baptist Hospital ,揚州浸會醫院,,yángzhōu jìnhuì yīyuàn,,,,Medical,Hospital,,,Protestant,Baptist,,Y_813,,
浙江金華福音醫院,TN_0613,Jinhua Fuyin Hospital (Zhejiang) ,浙江金華福音醫院,,zhèjiāng jīnhuá fúyīn yīyuàn,,,Jinhua Gospel Hospital (Zhejiang) ,Medical,Hospital,,,Protestant,,,Y_2822,,
浙江紹興福康醫院,TN_0614,Shaoxing Fukang Hospital (Zhejiang) ,浙江紹興福康醫院,,zhèjiāng shàoxīngfúkāng yīyuàn,,,,Medical,Hospital,,,Protestant,,,Y_2855,,
浙江余姚惠愛醫院,TN_0615,Yuyao Huiai Hospital (Zhejiang) ,浙江余姚惠愛醫院,,zhèjiāng yúyáo huìàiyīyuàn,,,,Medical,Hospital,,,Protestant,,,Y_2843,,
浙江吳興福音醫院,TN_0616,Wuxing Fuyin Hospital (Zhejiang),浙江吳興福音醫院,,zhèjiāng wúxīng fúyīn yīyuàn,,,Wuxing Gospel Hospital (Zhejiang),Medical,Hospital,,,Protestant,,,Y_2809,,
嘉興福音醫院,TN_0617,Jiaxing Fuyin Hospital ,嘉興福音醫院,,jiāxīng fúyīn yīyuàn,,,Jiaxing Gospel Hospital ,Medical,Hospital,,,Protestant,,,F_95,,
浙江杭縣瓶窯鎮福音醫院,TN_0618,Hang County Pingyao Town Fuyin Hospital (Zhejiang),浙江杭縣瓶窯鎮福音醫院,,zhèjiāng hángxiàn píng yáozhèn fúyīn yīyuàn,,,Hang County Pingyao Town Gospel Hospital (Zhejiang),Medical,Hospital,,,Protestant,,,Y_2804,,
寧波華美醫院,TN_0619,Ningbo Huamei Hospital ,寧波華美醫院,,níngbōhuáměi yīyuàn,,,,Medical,Hospital,,,Protestant,,,Y_2838,,
浙江義烏上溪達成診所,TN_0620,Yiwu Shangxi Liancheng Clinic (Zhejiang),浙江義烏上溪達成診所,,zhèjiāng yìwūshàng xī dá chéngzhěn suǒ,,,,Medical,Hospital,,,Protestant,,,Y_2824,,
福建沙縣衛理醫院,TN_0621,Sha County Methodist Hospital (Fujian),福建沙縣衛理醫院,,fújiàn shāxiàn wèilǐ yīyuàn,,,,Medical,Hospital,,,Protestant,Methodist,,Y_2007,,
福建惠安仁世醫院,TN_0622,Huian Renshi Hospital (Fujian),福建惠安仁世醫院,,fújiàn huìān rénshìyīyuàn,,,,Medical,Hospital,,,Protestant,,,O_4,,
福建福清惠樂生醫院,TN_0623,Fuqing Huilesheng Hospital (Fujian),福建福清惠樂生醫院,,fújiàn fúqīng huìlèshēng yīyuàn,,,,Medical,Hospital,,,Protestant,,,Y_1957,,
廣東曲江循道醫院,TN_0624,Guangdong Qujiang Methodist Hospital,廣東曲江循道醫院,,guǎngdōng qǔjiāng xúndào yīyuàn,C_000883,Methodist Missionary Society,,Medical,Hospital,,,Protestant,Methodist,,Y_2108,,
曲江循道醫院檢驗室,TN_0625,Qujiang Methodist Hospital Laboratory,曲江循道醫院檢驗室,,qǔjiāng xúndào yīyuàn jiǎnyànshì,C_000883,Methodist Missionary Society,,Medical,Hospital,,,Protestant,,,Y_2108,,
廣東羅定博愛醫院,TN_0626,Luoding Boai Hospital (Guangdong),廣東羅定博愛醫院,,guǎngdōngluódìng bóàiyīyuàn,,,,Medical,Hospital,,,Protestant,,,Y_2120,,
廣東東莞普濟醫院,TN_0627,Dongguan Puji Hospital (Guangdong),廣東東莞普濟醫院,,guǎngdōng dōngguǎn pǔjì yīyuàn,,,,Medical,Hospital,,,Protestant,,,F_48,,
安徽巢縣基督教普仁醫院,TN_0628,Chao County Christian Puren Hospital (Anhui),安徽巢縣基督教普仁醫院,,ānhuī cháoxiàn jīdūjiào pǔrén yīyuàn,,,,Medical,Hospital,,,Protestant,,,O_1,,
安徽合肥基督醫院,TN_0629,Hefei Christ Hospital (Anhui),安徽合肥基督醫院,,ānhuī héféi jīdū yīyuàn,,,,Medical,Hospital,,,Protestant,,,Y_35,,
安徽當塗丹陽醫院,TN_0630,Dangtu Danyang Hospital (Anhui),安徽當塗丹陽醫院,,ānhuī dāngtúdānyáng yīyuàn,,,,Medical,Hospital,,,Protestant,,,Y_103,,
